dataset,detector,video_name,true_label,n_frames,n_correct_frames,n_wrong_frames,frame_accuracy,avg_prob_fake,std_prob_fake,video_pred_by_avg,video_correct_by_avg,video_pred_by_majority,video_correct_by_majority
frames_cropped_faces_5src,F3Net,5_1,fake,20,0,20,0.0,0.404197,0.027555,real,0,real,0
frames_cropped_faces_5src,F3Net,5_10,fake,20,0,20,0.0,0.43766,0.013836,real,0,real,0
frames_cropped_faces_5src,F3Net,5_11,fake,20,3,17,0.15,0.44533,0.033878,real,0,real,0
frames_cropped_faces_5src,F3Net,5_12,fake,20,0,20,0.0,0.360381,0.040624,real,0,real,0
frames_cropped_faces_5src,F3Net,5_13,fake,20,0,20,0.0,0.414254,0.025155,real,0,real,0
frames_cropped_faces_5src,F3Net,5_14,fake,20,0,20,0.0,0.392708,0.017254,real,0,real,0
frames_cropped_faces_5src,F3Net,5_15,fake,20,0,20,0.0,0.43806,0.019334,real,0,real,0
frames_cropped_faces_5src,F3Net,5_16,fake,20,8,12,0.4,0.484083,0.024129,fake,1,real,0
frames_cropped_faces_5src,F3Net,5_17,fake,20,20,0,1.0,0.517359,0.015908,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_18,fake,20,20,0,1.0,0.563414,0.036663,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_19,fake,20,0,20,0.0,0.413657,0.023626,real,0,real,0
frames_cropped_faces_5src,F3Net,5_2,fake,20,20,0,1.0,0.640131,0.019549,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_20,fake,20,0,20,0.0,0.433287,0.021211,real,0,real,0
frames_cropped_faces_5src,F3Net,5_21,fake,20,0,20,0.0,0.418447,0.033239,real,0,real,0
frames_cropped_faces_5src,F3Net,5_22,fake,20,11,9,0.55,0.485457,0.052424,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_23,fake,20,15,5,0.75,0.506732,0.030428,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_24,fake,20,20,0,1.0,0.577185,0.054882,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_25,fake,20,5,15,0.25,0.471328,0.028278,real,0,real,0
frames_cropped_faces_5src,F3Net,5_26,fake,20,12,8,0.6,0.5009,0.037407,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_27,fake,20,8,12,0.4,0.488333,0.021631,fake,1,real,0
frames_cropped_faces_5src,F3Net,5_28,fake,20,14,6,0.7,0.501427,0.035961,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_29,fake,20,11,9,0.55,0.495778,0.042009,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_3,fake,20,0,20,0.0,0.435391,0.021609,real,0,real,0
frames_cropped_faces_5src,F3Net,5_30,fake,20,19,1,0.95,0.579482,0.057508,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_31,fake,20,1,19,0.05,0.436961,0.043912,real,0,real,0
frames_cropped_faces_5src,F3Net,5_32,fake,20,0,20,0.0,0.409314,0.018238,real,0,real,0
frames_cropped_faces_5src,F3Net,5_33,fake,20,3,17,0.15,0.457076,0.035698,real,0,real,0
frames_cropped_faces_5src,F3Net,5_34,fake,20,0,20,0.0,0.440056,0.028007,real,0,real,0
frames_cropped_faces_5src,F3Net,5_35,fake,20,19,1,0.95,0.522968,0.028427,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_36,fake,20,9,11,0.45,0.484754,0.041224,fake,1,real,0
frames_cropped_faces_5src,F3Net,5_37,fake,20,9,11,0.45,0.489797,0.028423,fake,1,real,0
frames_cropped_faces_5src,F3Net,5_38,fake,20,4,16,0.2,0.44016,0.045998,real,0,real,0
frames_cropped_faces_5src,F3Net,5_39,fake,20,0,20,0.0,0.414441,0.023079,real,0,real,0
frames_cropped_faces_5src,F3Net,5_4,fake,20,16,4,0.8,0.514638,0.030285,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_40,fake,20,17,3,0.85,0.570269,0.075458,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_41,fake,20,0,20,0.0,0.450792,0.013412,real,0,real,0
frames_cropped_faces_5src,F3Net,5_42,fake,20,0,20,0.0,0.412218,0.020863,real,0,real,0
frames_cropped_faces_5src,F3Net,5_43,fake,20,15,5,0.75,0.520048,0.027499,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_44,fake,20,0,20,0.0,0.425729,0.015599,real,0,real,0
frames_cropped_faces_5src,F3Net,5_45,fake,20,20,0,1.0,0.574615,0.033198,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_46,fake,20,0,20,0.0,0.404965,0.022104,real,0,real,0
frames_cropped_faces_5src,F3Net,5_47,fake,20,0,20,0.0,0.402786,0.025958,real,0,real,0
frames_cropped_faces_5src,F3Net,5_48,fake,20,18,2,0.9,0.527798,0.026804,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_49,fake,20,6,14,0.3,0.456594,0.046195,real,0,real,0
frames_cropped_faces_5src,F3Net,5_5,fake,20,20,0,1.0,0.61065,0.033664,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_50,fake,20,20,0,1.0,0.54131,0.02385,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_6,fake,20,20,0,1.0,0.629463,0.021338,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_7,fake,20,14,6,0.7,0.49281,0.020652,fake,1,fake,1
frames_cropped_faces_5src,F3Net,5_8,fake,20,6,14,0.3,0.47484,0.032246,real,0,real,0
frames_cropped_faces_5src,F3Net,5_9,fake,20,0,20,0.0,0.4376,0.017759,real,0,real,0
frames_cropped_faces_5src,F3Net,Ali,real,20,20,0,1.0,0.397267,0.018605,real,1,real,1
frames_cropped_faces_5src,F3Net,Elizebeth,real,20,20,0,1.0,0.375802,0.01496,real,1,real,1
frames_cropped_faces_5src,F3Net,Ganesh,real,20,19,1,0.95,0.437328,0.028052,real,1,real,1
frames_cropped_faces_5src,F3Net,aji,real,20,20,0,1.0,0.451965,0.016282,real,1,real,1
frames_cropped_faces_5src,F3Net,akbar,real,20,18,2,0.9,0.449736,0.034198,real,1,real,1
frames_cropped_faces_5src,F3Net,akhil,real,20,10,10,0.5,0.492134,0.019756,fake,0,fake,0
frames_cropped_faces_5src,F3Net,akshay,real,20,17,3,0.85,0.456701,0.028937,real,1,real,1
frames_cropped_faces_5src,F3Net,alib,real,20,19,1,0.95,0.416328,0.033866,real,1,real,1
frames_cropped_faces_5src,F3Net,ameen,real,20,11,9,0.55,0.491933,0.018708,fake,0,real,1
frames_cropped_faces_5src,F3Net,ammu,real,20,6,14,0.3,0.520296,0.049299,fake,0,fake,0
frames_cropped_faces_5src,F3Net,anandu,real,20,20,0,1.0,0.423098,0.030617,real,1,real,1
frames_cropped_faces_5src,F3Net,anish,real,20,15,5,0.75,0.460558,0.035355,real,1,real,1
frames_cropped_faces_5src,F3Net,ansu,real,20,20,0,1.0,0.423067,0.023056,real,1,real,1
frames_cropped_faces_5src,F3Net,arnold,real,20,16,4,0.8,0.466227,0.029396,real,1,real,1
frames_cropped_faces_5src,F3Net,assif ,real,20,17,3,0.85,0.438903,0.049921,real,1,real,1
frames_cropped_faces_5src,F3Net,baptist,real,20,20,0,1.0,0.398372,0.022055,real,1,real,1
frames_cropped_faces_5src,F3Net,binisha ,real,20,8,12,0.4,0.511431,0.038384,fake,0,fake,0
frames_cropped_faces_5src,F3Net,chris,real,20,20,0,1.0,0.422009,0.015315,real,1,real,1
frames_cropped_faces_5src,F3Net,christian,real,20,20,0,1.0,0.426504,0.047801,real,1,real,1
frames_cropped_faces_5src,F3Net,col,real,20,19,1,0.95,0.448594,0.030436,real,1,real,1
