dataset,detector,video_name,true_label,n_frames,n_correct_frames,n_wrong_frames,frame_accuracy,avg_prob_fake,std_prob_fake,video_pred_by_avg,video_correct_by_avg,video_pred_by_majority,video_correct_by_majority
frames_cropped_faces_10src,FFD,10_1,fake,20,11,9,0.55,0.538215,0.050361,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_10,fake,20,19,1,0.95,0.547078,0.017313,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_11,fake,20,20,0,1.0,0.589254,0.030347,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_12,fake,20,19,1,0.95,0.612185,0.06085,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_13,fake,20,0,20,0.0,0.405359,0.018092,real,0,real,0
frames_cropped_faces_10src,FFD,10_14,fake,20,0,20,0.0,0.416627,0.034463,real,0,real,0
frames_cropped_faces_10src,FFD,10_15,fake,20,9,11,0.45,0.480597,0.105408,real,0,real,0
frames_cropped_faces_10src,FFD,10_16,fake,20,19,1,0.95,0.636764,0.049831,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_17,fake,20,0,20,0.0,0.386171,0.031336,real,0,real,0
frames_cropped_faces_10src,FFD,10_18,fake,20,0,20,0.0,0.42602,0.03724,real,0,real,0
frames_cropped_faces_10src,FFD,10_19,fake,20,0,20,0.0,0.430693,0.030754,real,0,real,0
frames_cropped_faces_10src,FFD,10_2,fake,20,7,13,0.35,0.498334,0.051479,real,0,real,0
frames_cropped_faces_10src,FFD,10_20,fake,20,5,15,0.25,0.499883,0.028467,real,0,real,0
frames_cropped_faces_10src,FFD,10_21,fake,20,1,19,0.05,0.430348,0.048161,real,0,real,0
frames_cropped_faces_10src,FFD,10_22,fake,20,16,4,0.8,0.569634,0.041671,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_23,fake,20,0,20,0.0,0.451657,0.029947,real,0,real,0
frames_cropped_faces_10src,FFD,10_24,fake,20,19,1,0.95,0.577519,0.031119,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_25,fake,20,7,13,0.35,0.504714,0.058185,fake,1,real,0
frames_cropped_faces_10src,FFD,10_26,fake,20,0,20,0.0,0.422869,0.051343,real,0,real,0
frames_cropped_faces_10src,FFD,10_27,fake,20,0,20,0.0,0.425159,0.03339,real,0,real,0
frames_cropped_faces_10src,FFD,10_28,fake,20,18,2,0.9,0.661578,0.099201,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_29,fake,20,4,16,0.2,0.48262,0.057679,real,0,real,0
frames_cropped_faces_10src,FFD,10_3,fake,20,10,10,0.5,0.498997,0.101615,real,0,fake,1
frames_cropped_faces_10src,FFD,10_30,fake,20,19,1,0.95,0.573798,0.04103,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_31,fake,20,16,4,0.8,0.62242,0.096502,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_32,fake,20,5,15,0.25,0.475242,0.061966,real,0,real,0
frames_cropped_faces_10src,FFD,10_33,fake,20,2,18,0.1,0.483607,0.023692,real,0,real,0
frames_cropped_faces_10src,FFD,10_34,fake,20,9,11,0.45,0.514007,0.026316,fake,1,real,0
frames_cropped_faces_10src,FFD,10_35,fake,20,1,19,0.05,0.435202,0.045067,real,0,real,0
frames_cropped_faces_10src,FFD,10_36,fake,20,1,19,0.05,0.462652,0.034731,real,0,real,0
frames_cropped_faces_10src,FFD,10_37,fake,20,9,11,0.45,0.514516,0.02503,fake,1,real,0
frames_cropped_faces_10src,FFD,10_38,fake,20,20,0,1.0,0.572563,0.033671,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_39,fake,20,20,0,1.0,0.565458,0.018499,fake,1,fake,1
