dataset,detector,video_name,true_label,n_frames,n_correct_frames,n_wrong_frames,frame_accuracy,avg_prob_fake,std_prob_fake,video_pred_by_avg,video_correct_by_avg,video_pred_by_majority,video_correct_by_majority
frames_cropped_faces_1src,Xception,1_1,fake,20,0,20,0.0,0.500146,0.00338,real,0,real,0
frames_cropped_faces_1src,Xception,1_10,fake,20,10,10,0.5,0.507513,0.002352,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_11,fake,20,20,0,1.0,0.515128,0.003983,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_12,fake,20,0,20,0.0,0.500407,0.005004,real,0,real,0
frames_cropped_faces_1src,Xception,1_13,fake,20,20,0,1.0,0.512417,0.002875,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_14,fake,20,0,20,0.0,0.491757,0.004501,real,0,real,0
frames_cropped_faces_1src,Xception,1_15,fake,20,14,6,0.7,0.509203,0.005465,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_16,fake,20,17,3,0.85,0.510657,0.002746,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_17,fake,20,3,17,0.15,0.505233,0.002819,fake,1,real,0
frames_cropped_faces_1src,Xception,1_18,fake,20,18,2,0.9,0.512689,0.00339,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_19,fake,20,7,13,0.35,0.504893,0.007435,fake,1,real,0
frames_cropped_faces_1src,Xception,1_2,fake,20,0,20,0.0,0.488963,0.008772,real,0,real,0
frames_cropped_faces_1src,Xception,1_20,fake,20,8,12,0.4,0.507033,0.005532,fake,1,real,0
frames_cropped_faces_1src,Xception,1_21,fake,20,19,1,0.95,0.514733,0.003147,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_22,fake,20,14,6,0.7,0.508332,0.007862,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_23,fake,20,0,20,0.0,0.498867,0.004085,real,0,real,0
frames_cropped_faces_1src,Xception,1_24,fake,20,0,20,0.0,0.497334,0.004199,real,0,real,0
frames_cropped_faces_1src,Xception,1_25,fake,20,19,1,0.95,0.51481,0.003589,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_26,fake,20,17,3,0.85,0.509282,0.003096,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_27,fake,20,13,7,0.65,0.508416,0.003183,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_28,fake,20,0,20,0.0,0.478629,0.0068,real,0,real,0
frames_cropped_faces_1src,Xception,1_29,fake,20,20,0,1.0,0.518796,0.002768,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_3,fake,20,15,5,0.75,0.510076,0.003503,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_30,fake,20,17,3,0.85,0.511093,0.004827,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_31,fake,20,3,17,0.15,0.500688,0.004985,real,0,real,0
frames_cropped_faces_1src,Xception,1_32,fake,20,11,9,0.55,0.504927,0.007785,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_33,fake,20,10,10,0.5,0.506947,0.004173,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_34,fake,20,19,1,0.95,0.513781,0.003716,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_35,fake,20,20,0,1.0,0.517934,0.003181,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_36,fake,20,0,20,0.0,0.494825,0.005623,real,0,real,0
frames_cropped_faces_1src,Xception,1_37,fake,20,0,20,0.0,0.485357,0.004975,real,0,real,0
frames_cropped_faces_1src,Xception,1_38,fake,20,20,0,1.0,0.517189,0.003273,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_39,fake,20,14,6,0.7,0.510118,0.003161,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_4,fake,20,10,10,0.5,0.506562,0.003267,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_40,fake,20,10,10,0.5,0.50646,0.004127,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_41,fake,20,19,1,0.95,0.514041,0.003832,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_42,fake,20,0,20,0.0,0.485766,0.004004,real,0,real,0
frames_cropped_faces_1src,Xception,1_43,fake,20,1,19,0.05,0.502675,0.003097,real,0,real,0
frames_cropped_faces_1src,Xception,1_44,fake,20,15,5,0.75,0.510129,0.003365,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_45,fake,20,0,20,0.0,0.483534,0.006845,real,0,real,0
frames_cropped_faces_1src,Xception,1_46,fake,20,19,1,0.95,0.514779,0.004279,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_47,fake,20,0,20,0.0,0.492227,0.004403,real,0,real,0
frames_cropped_faces_1src,Xception,1_48,fake,20,20,0,1.0,0.517815,0.002827,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_49,fake,20,12,8,0.6,0.507444,0.003876,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_5,fake,20,11,9,0.55,0.508598,0.004662,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_50,fake,20,0,20,0.0,0.49647,0.005183,real,0,real,0
frames_cropped_faces_1src,Xception,1_6,fake,20,18,2,0.9,0.512053,0.00353,fake,1,fake,1
frames_cropped_faces_1src,Xception,1_7,fake,20,0,20,0.0,0.498081,0.003404,real,0,real,0
frames_cropped_faces_1src,Xception,1_8,fake,20,5,15,0.25,0.503409,0.006904,real,0,real,0
frames_cropped_faces_1src,Xception,1_9,fake,20,0,20,0.0,0.494406,0.004005,real,0,real,0
frames_cropped_faces_1src,Xception,Ali,real,20,20,0,1.0,0.494915,0.003479,real,1,real,1
frames_cropped_faces_1src,Xception,Elizebeth,real,20,20,0,1.0,0.482621,0.004687,real,1,real,1
frames_cropped_faces_1src,Xception,Ganesh,real,20,4,16,0.2,0.510908,0.004598,fake,0,fake,0
frames_cropped_faces_1src,Xception,aji,real,20,20,0,1.0,0.486464,0.004913,real,1,real,1
frames_cropped_faces_1src,Xception,akbar,real,20,20,0,1.0,0.485884,0.004857,real,1,real,1
frames_cropped_faces_1src,Xception,akhil,real,20,20,0,1.0,0.481041,0.005081,real,1,real,1
frames_cropped_faces_1src,Xception,akshay,real,20,20,0,1.0,0.468967,0.004832,real,1,real,1
frames_cropped_faces_1src,Xception,alib,real,20,8,12,0.4,0.508588,0.002785,fake,0,fake,0
frames_cropped_faces_1src,Xception,ameen,real,20,20,0,1.0,0.468175,0.009408,real,1,real,1
