dataset,detector,video_name,true_label,n_frames,n_correct_frames,n_wrong_frames,frame_accuracy,avg_prob_fake,std_prob_fake,video_pred_by_avg,video_correct_by_avg,video_pred_by_majority,video_correct_by_majority
frames_cropped_faces_1src,F3Net,1_1,fake,20,14,6,0.7,0.3651,0.003101,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_10,fake,20,20,0,1.0,0.373941,0.00327,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_11,fake,20,20,0,1.0,0.37675,0.00318,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_12,fake,20,10,10,0.5,0.362954,0.007139,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_13,fake,20,20,0,1.0,0.373122,0.002798,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_14,fake,20,9,11,0.45,0.362644,0.005951,fake,1,real,0
frames_cropped_faces_1src,F3Net,1_15,fake,20,18,2,0.9,0.371028,0.005262,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_16,fake,20,20,0,1.0,0.376291,0.004773,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_17,fake,20,17,3,0.85,0.369657,0.004405,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_18,fake,20,20,0,1.0,0.374971,0.003618,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_19,fake,20,7,13,0.35,0.356151,0.011197,real,0,real,0
frames_cropped_faces_1src,F3Net,1_2,fake,20,0,20,0.0,0.349951,0.009244,real,0,real,0
frames_cropped_faces_1src,F3Net,1_20,fake,20,20,0,1.0,0.375077,0.004089,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_21,fake,20,20,0,1.0,0.376871,0.003759,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_22,fake,20,9,11,0.45,0.362402,0.006269,fake,1,real,0
frames_cropped_faces_1src,F3Net,1_23,fake,20,3,17,0.15,0.357248,0.006146,real,0,real,0
frames_cropped_faces_1src,F3Net,1_24,fake,20,20,0,1.0,0.373389,0.004633,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_25,fake,20,19,1,0.95,0.369773,0.003475,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_26,fake,20,15,5,0.75,0.366546,0.009554,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_27,fake,20,20,0,1.0,0.374411,0.003077,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_28,fake,20,0,20,0.0,0.32573,0.027623,real,0,real,0
frames_cropped_faces_1src,F3Net,1_29,fake,20,20,0,1.0,0.377216,0.003594,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_3,fake,20,18,2,0.9,0.372198,0.005905,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_30,fake,20,20,0,1.0,0.378557,0.005927,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_31,fake,20,17,3,0.85,0.36858,0.005251,fake,1,fake,1
